GPA,Academic_Performance,CGPA,Semester_GPA,Attendance_Rate,Academic_Risk,Stress_Index,Study_Efficiency,Study_Hours_per_Day,Age,Travel_Time_Minutes,Accessibility_Score,Family_Income,Assignment_Delay_Days,Department,Dropout
-1.270119924634656,-1.303164263148701,-1.304204731249786,-1.3031627021397914,0.5331650019861706,0.08979934942722052,-0.003899614653755165,-0.3587395148324728,-0.5219957076891729,0.5047437994932968,-0.8215467604316266,0.8316060956126085,-0.7796596353001682,0.151980474026422,-1.4045256273815858,0
-0.9687061606680798,-1.0172212426119227,-1.033808736464088,-1.0239249206480825,-1.692251856014471,0.6848001356422392,0.7527420345822795,-0.32987649190443313,0.2307098625248415,-0.15179689908853802,1.162738772169752,-1.1519855667585013,-0.7796596353001682,0.151980474026422,0.7017362482218918,1
-0.5919389557098598,-0.8129762279427953,-0.9125967388015335,-0.912229808051399,-1.3356933539038702,-0.8255864755189615,-0.003899614653755165,-0.14799481391717142,0.3107849231859073,0.6454310920465456,1.5747302598708854,-1.563832988183011,0.2641265952436432,-1.346102069358713,-1.4045256273815858,0
-0.4977471544703046,-0.49875312845183045,-0.49301674689269165,-0.49337313581383585,0.05365529225122654,0.08979934942722052,-0.003899614653755165,0.008594524390879335,-0.009515319458354468,1.5833463757348798,0.708707336744013,-0.6981128982498577,-0.45376431646377635,0.151980474026422,-0.00035104364593403016,1
-0.7803225581889698,-1.1460527134032183,-1.3321767307103753,-1.2938547760900676,-0.7455275573070151,0.31864580566376605,0.8691484421570541,-0.09942794254051154,0.14262729579767003,-0.2455884274573711,-0.602939032263678,0.6130748107751132,-0.7577293311742724,-0.5970607976661455,-0.7024383355137599,0
0.1992721747024026,0.3213691612195878,0.364791236565385,0.39087983890990885,0.9020186248592051,0.31864580566376605,0.28711640428318125,0.35637349363431264,0.07856724726881768,-0.2455884274573711,1.423386448062306,-1.41254209868013,-0.7796596353001682,0.151980474026422,-0.7024383355137599,0
-1.5715336886012319,-1.7273654474615037,-1.7331087229788245,-1.833714486974038,-0.438149538246153,0.45595367940569365,1.043758053519216,-0.8673387100876481,-0.8102659260690082,1.630242139919297,0.6078114622049595,-0.5972523052479366,-0.7796596353001682,-0.5970607976661455,-0.00035104364593403016,0
-0.4883279743463491,-0.891532002815537,-1.0804287355650704,-1.0797724769464243,0.5700503642734754,0.08979934942722052,0.5781324232201177,-1.3455870977277715,-1.5149264598863832,0.7861183845997961,0.32193981767764246,-0.3114806250758277,-0.7796596353001682,-0.5970607976661455,-1.4045256273815858,0
0.7267462616439108,0.5633209478276314,0.47667923440774296,0.47465117335742135,1.9348087689037028,-0.047508524314706695,-0.7605412638897898,0.6411354827284788,0.04653722300439152,-0.48006724837945464,1.8437859253083608,-1.832794569521467,1.4486380061815256,0.9010217457189895,-0.00035104364593403016,0
-0.6767115768254591,-0.5835933653143909,-0.5303127461734777,-0.5306048400127303,0.05365529225122654,0.1813379319218388,0.6945388307948924,-0.7710418462207731,-0.8262809382012212,0.5516395636777125,-0.8804026872460742,0.8904414415303955,0.5904687698067382,-0.5970607976661455,1.4038235400897177,0
-0.7426458376931477,-0.762700532024241,-0.7820607413187828,-0.7446871391563737,-0.9668397310308356,1.325570213104566,0.9855548497318288,0.5725858032743836,1.0074379509371754,-0.48006724837945464,0.7675632635584603,-0.7569482441676444,-0.7796596353001682,0.9010217457189895,-0.7024383355137599,1
-2.174361216534384,-2.0761530878964747,-2.0035047177645224,-2.0012571558690633,0.4225089151242612,3.064803280502312,1.451180480030927,-1.1711815377927477,-1.31473880823372,-0.48006724837945464,-0.8383627395214687,0.8484161944462618,0.667877931078709,3.1481455607966917,0.7017362482218918,1
0.23694889519822465,0.3213691612195878,0.3927632360259747,0.3257243565618432,0.3118528282623501,-0.7798171842716526,-0.5277284487402409,-0.27387999574700544,-0.37786059849925513,0.22336921438679594,-0.6281630008984412,0.6382899590255935,0.9832893270962949,-0.5970607976661455,-0.00035104364593403016,0
0.3499790566856908,0.36850262614323326,0.3741152363855817,0.3722639868104616,0.27496746597504695,-0.6882786017770343,-0.4113220411654663,0.23176222744273348,0.1506348018637764,-1.8869401739119558,2.6089129738961803,-2.5976540664526997,-0.6421655655453357,-0.5970607976661455,-0.7024383355137599,0
