Student_ID,Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout
-1.7318776111475085,0.5019107820461206,1.002202425332804,-0.6527029689069053,0.37467437491284367,-0.5053271478835312,0.5307657820904507,0.14900618212180247,-0.8205265329771161,1.2237248455034724,-0.7355742669741451,-0.004047533815749282,-1.270119924634656,-1.3031627021397914,-1.304204731249786,Year 1,-1.4045256273815858,-0.04645744462115628,0
-1.7315312009842627,-0.15238563569096655,1.002202425332804,-0.6527029689069053,0.37467437491284367,0.2203276486147173,-1.6710417697209987,0.14900618212180247,1.1596259712266723,-0.8171771650093234,-0.7355742669741451,0.7321386609487615,-0.9687061606680798,-1.0239249206480825,-1.033808736464088,Year 3,0.7017362482218918,-0.945054052380464,1
-1.731184790821017,0.6421171572754949,1.002202425332804,0.08810631913299402,0.37467437491284367,0.2975249673911271,-1.3182659741268983,-1.3388238939820671,1.57075933015034,1.2237248455034724,-0.7355742669741451,-0.004047533815749282,-0.5919389557098598,-0.912229808051399,-0.9125967388015335,Year 1,-1.4045256273815858,0.8521391631381515,0
-1.7308383806577712,1.5768263254713322,1.002202425332804,,0.37467437491284367,,0.05634316042942104,0.14900618212180247,0.7065402287393648,-0.8171771650093234,-0.7355742669741451,,-0.4977471544703046,-0.49337313581383585,-0.49301674689269165,Year 1,-0.00035104364593403016,-0.04645744462115628,1
-1.7304919704945252,-0.24585655251054994,-0.9978024146847654,-0.6371383135104272,0.37467437491284367,0.13541059796066737,-0.7343612090056301,-0.5949088559301323,-0.6023741384461901,-0.8171771650093234,-0.7355742669741451,0.8453980755279171,-0.7803225581889698,-1.2938547760900676,-1.3321767307103753,Year 4,-0.7024383355137599,-0.945054052380464,0
-1.7301455603312794,-0.24585655251054994,1.002202425332804,-0.6527029689069053,0.37467437491284367,0.07365274293953977,0.8957062602912435,0.14900618212180247,1.4197307493212377,-0.8171771650093234,1.3594820331515884,0.2791010026321395,0.1992721747024026,0.39087983890990885,0.364791236565385,Year 3,-0.7024383355137599,2.6493323786567666,0
-1.7297991501680337,1.6235617838811247,1.002202425332804,-0.6527029689069053,0.37467437491284367,-0.783237495478605,-0.43024414383830273,-0.5949088559301323,0.6058545081866297,1.2237248455034724,1.3594820331515884,1.0152871973966502,-1.5715336886012319,-1.833714486974038,-1.7331087229788245,Year 4,-0.00035104364593403016,-0.945054052380464,0
-1.7294527400047877,0.7823235325048709,-0.9978024146847654,-0.6527029689069053,0.37467437491284367,-1.462573900711008,0.5672598299105314,-0.5949088559301323,0.32057829995388065,-0.8171771650093234,1.3594820331515884,0.5622495390800283,-0.4883279743463491,-1.0797724769464243,-1.0804287355650704,Year 1,-1.4045256273815858,-0.04645744462115628,0
-1.729106329841542,-0.4795338445595093,1.002202425332804,0.9287928786355604,0.37467437491284367,0.042773815428975986,1.917539599253464,0.8929212201737373,1.8392545849576336,-0.8171771650093234,-0.7355742669741451,-0.74023372858026,0.7267462616439108,0.47465117335742135,0.47667923440774296,Year 1,-0.00035104364593403016,-0.04645744462115628,0
-1.7287599196782961,0.5486462404559115,-0.9978024146847654,0.3197220531990812,0.37467437491284367,-0.7986769592338869,0.05634316042942104,-0.5949088559301323,-0.8792598699662114,-0.8171771650093234,-0.7355742669741451,0.675508953659184,-0.6767115768254591,-0.5306048400127303,-0.5303127461734777,Year 1,1.4038235400897177,0.8521391631381515,0
